Cation Runtime (s),Neutral Runtime (s),Cation@Neutral Runtime (s),Neutral@Cation Runtime (s),Monomer 1,Monomer 2,Oligomer Length
3.767,3.283,0.162,0.138,75,99,2
1.632,0.967,0.096,0.09,49,79,2
1.877,1.445,0.125,0.111,61,62,2
1.545,1.038,0.099,0.099,47,85,2
2.188,1.658,0.084,0.078,10,17,2
5.167,1.519,0.112,0.095,16,34,2
1.994,1.523,0.102,0.095,23,46,2
2.504,4.04,0.119,0.116,62,95,2
1.152,0.793,0.085,0.082,19,85,2
2.277,2.301,0.108,0.103,25,65,2
1.238,0.942,0.09,0.087,42,51,2
1.784,1.402,0.101,0.096,17,79,2
1.627,0.838,0.077,0.067,1,69,2
2.836,0.987,0.087,0.084,39,41,2
2.656,1.228,0.104,0.097,44,72,2
1.706,1.427,0.108,0.095,50,89,2
1.928,1.096,0.092,0.085,78,92,2
2.049,2.111,0.101,0.091,59,80,2
2.2,2.651,0.119,0.11,18,53,2
0.801,0.531,0.076,0.071,8,60,2
1.523,1.229,0.082,0.08,4,26,2
2.783,0.806,0.077,0.069,14,15,2
3.422,2.31,0.147,0.14,38,97,2
1.222,1.029,0.071,0.071,12,36,2
1.041,1.586,0.075,0.07,1,29,2
1.34,1.038,0.088,0.078,3,93,2
3.965,2.714,0.138,0.124,29,63,2
1.493,1.211,0.09,0.084,15,83,2
1.872,1.506,0.098,0.098,17,39,2
1.325,0.921,0.093,0.086,33,64,2
2.67,1.286,0.097,0.091,74,94,2
0.687,0.702,0.064,0.059,2,45,2
1.93,2.105,0.11,0.106,12,76,2
2.158,1.866,0.124,0.125,82,85,2
1.183,0.79,0.093,0.086,4,66,2
2.823,2.592,0.122,0.107,14,55,2
4.53,5.738,0.169,0.161,55,86,2
1.376,0.971,0.095,0.089,26,49,2
1.005,0.773,0.079,0.077,8,20,2
2.126,1.05,0.094,0.088,34,91,2
1.478,1.315,0.1,0.089,15,18,2
1.264,1.333,0.073,0.069,7,91,2
1.303,1.354,0.092,0.093,56,71,2
1.996,2.08,0.117,0.101,50,52,2
2.933,1.954,0.112,0.112,11,81,2
1.362,0.962,0.095,0.087,37,66,2
1.615,1.265,0.099,0.094,21,27,2
2.138,1.574,0.122,0.109,70,96,2
1.138,1.103,0.08,0.077,31,45,2
1.251,0.976,0.074,0.073,6,47,2
0.861,0.936,0.102,0.092,16,74,2
1.05,0.758,0.085,0.078,10,57,2
2.155,2.621,0.127,0.119,51,84,2
2.781,1.875,0.155,0.132,63,98,2
1.368,0.844,0.098,0.087,30,93,2
2.655,2.048,0.108,0.106,18,93,2
1.581,1.054,0.1,0.083,22,50,2
1.798,1.685,0.093,0.087,77,78,2
2.443,2.572,0.14,0.125,63,83,2
1.165,0.993,0.082,0.08,45,64,2
3.202,2.004,0.125,0.115,38,57,2
3.097,1.555,0.115,0.105,79,84,2
1.343,1.419,0.088,0.087,43,47,2
1.847,1.223,0.112,0.107,58,96,2
0.734,0.762,0.068,0.063,19,45,2
2.553,2.407,0.125,0.118,64,76,2
2.015,1.828,0.104,0.098,9,76,2
4.115,2.924,0.15,0.139,23,86,2
2.638,1.868,0.124,0.124,39,81,2
0.984,0.586,0.086,0.086,5,30,2
0.483,0.302,0.072,0.069,42,91,2
3.382,2.727,0.161,0.153,98,99,2
1.34,1.129,0.1,0.095,20,71,2
1.424,1.411,0.107,0.098,26,52,2
2.55,1.533,0.16,0.149,67,81,2
1.338,0.992,0.094,0.09,41,66,2
1.735,2.226,0.103,0.092,60,74,2
1.795,1.591,0.114,0.112,27,84,2
1.271,0.768,0.113,0.096,29,78,2
1.601,1.282,0.103,0.095,15,98,2
1.258,1.079,0.071,0.071,7,11,2
1.707,1.896,0.105,0.092,17,22,2
0.541,0.462,0.061,0.058,1,32,2
1.344,0.988,0.101,0.087,46,93,2
1.481,1.665,0.102,0.098,10,97,2
2.474,2.052,0.131,0.123,57,67,2
1.28,1.144,0.09,0.091,71,80,2
1.176,0.997,0.103,0.092,30,53,2
1.784,1.468,0.085,0.079,36,70,2
1.51,0.976,0.099,0.09,20,31,2
1.275,0.978,0.084,0.077,1,72,2
2.599,0.554,0.076,0.074,11,41,2
1.847,0.754,0.092,0.085,44,69,2
2.038,1.699,0.093,0.084,50,92,2
1.865,1.291,0.101,0.097,78,89,2
1.715,1.091,0.121,0.115,29,38,2
1.503,1.306,0.091,0.088,7,51,2
2.847,1.243,0.12,0.111,17,62,2
1.583,1.197,0.105,0.099,31,85,2
1.893,1.156,0.108,0.097,28,75,2
4.164,2.912,0.093,0.092,14,95,2
1.038,1.087,0.08,0.077,2,85,2
2.041,1.467,0.119,0.104,53,65,2
2.573,2.019,0.136,0.126,75,82,2
2.909,1.359,0.119,0.11,34,51,2
1.609,1.177,0.11,0.102,49,62,2
1.717,1.195,0.109,0.094,61,79,2
2.506,1.284,0.107,0.096,32,72,2
1.577,1.384,0.098,0.095,26,89,2
1.259,0.843,0.082,0.076,24,33,2
1.207,0.844,0.09,0.084,5,70,2
1.232,1.013,0.081,0.076,15,43,2
2.651,3.024,0.104,0.1,83,93,2
1.328,1.013,0.093,0.085,3,53,2
2.219,1.862,0.115,0.107,72,77,2
1.07,0.945,0.066,0.066,9,36,2
0.547,0.314,0.074,0.073,37,91,2
1.975,1.892,0.1,0.096,25,49,2
2.226,1.425,0.14,0.127,56,86,2
1.667,1.659,0.137,0.126,17,55,2
3.09,2.55,0.09,0.086,7,66,2
3.448,2.142,0.142,0.139,81,85,2
2.2,1.994,0.106,0.105,11,76,2
0.489,0.477,0.056,0.056,1,45,2
0.998,0.909,0.081,0.079,36,47,2
1.401,1.107,0.094,0.086,77,94,2
1.0,0.949,0.095,0.088,30,64,2
1.513,1.159,0.084,0.082,14,39,2
2.672,1.33,0.103,0.096,16,83,2
2.235,1.493,0.079,0.075,2,29,2
1.57,1.553,0.092,0.084,33,93,2
0.919,0.788,0.07,0.065,19,32,2
1.065,0.683,0.116,0.108,60,98,2
2.074,2.107,0.131,0.128,52,84,2
2.377,0.865,0.085,0.081,3,64,2
1.072,0.715,0.089,0.083,15,74,2
1.202,0.845,0.084,0.084,5,47,2
1.262,1.274,0.101,0.091,29,94,2
1.131,1.275,0.076,0.073,32,45,2
2.19,1.349,0.09,0.085,22,27,2
2.511,1.831,0.121,0.118,49,55,2
1.861,1.036,0.119,0.104,34,66,2
1.755,1.564,0.114,0.111,12,81,2
1.009,0.737,0.081,0.079,28,42,2
1.913,1.889,0.114,0.118,55,71,2
1.554,1.113,0.106,0.098,16,18,2
1.027,0.688,0.072,0.069,4,91,2
1.824,1.861,0.091,0.083,69,91,2
1.583,1.264,0.093,0.085,15,34,2
1.276,1.008,0.092,0.092,44,85,2
1.014,0.691,0.078,0.073,3,24,2
4.547,4.173,0.168,0.156,76,99,2
1.698,1.204,0.09,0.088,27,28,2
2.221,2.103,0.098,0.09,25,92,2
1.483,0.991,0.07,0.068,9,41,2
1.274,1.533,0.087,0.085,19,72,2
2.029,1.784,0.104,0.09,31,69,2
2.123,1.555,0.088,0.086,43,70,2
0.893,0.753,0.084,0.079,16,58,2
2.736,1.589,0.108,0.105,38,60,2
1.478,0.825,0.093,0.084,45,53,2
2.233,1.595,0.112,0.106,22,67,2
2.458,2.72,0.145,0.135,65,97,2
1.862,1.945,0.107,0.101,8,97,2
1.893,2.513,0.104,0.094,59,77,2
1.523,1.073,0.076,0.074,24,44,2
1.129,1.27,0.072,0.071,11,36,2
1.423,0.95,0.085,0.079,7,26,2
3.0,1.536,0.112,0.101,53,89,2
2.958,1.313,0.11,0.105,47,72,2
1.26,0.893,0.078,0.073,2,69,2
1.88,1.498,0.099,0.091,41,51,2
1.918,1.862,0.086,0.08,14,79,2
2.463,1.995,0.134,0.122,28,99,2
1.518,0.938,0.103,0.096,26,65,2
3.346,1.621,0.126,0.107,61,95,2
1.545,1.126,0.101,0.09,20,46,2
4.102,2.057,0.105,0.103,49,95,2
2.095,1.814,0.08,0.079,8,17,2
1.359,1.084,0.098,0.091,32,85,2
1.385,0.961,0.103,0.098,18,24,2
1.886,1.227,0.098,0.096,84,91,2
1.563,0.965,0.099,0.098,14,62,2
1.54,0.86,0.096,0.092,4,51,2
2.08,1.927,0.116,0.112,28,82,2
1.721,2.088,0.106,0.092,53,92,2
1.725,0.946,0.077,0.074,12,41,2
2.289,1.269,0.096,0.091,47,69,2
1.371,1.423,0.086,0.084,2,72,2
1.936,1.978,0.103,0.096,23,31,2
1.454,0.851,0.095,0.09,33,53,2
2.442,1.694,0.117,0.104,72,80,2
2.283,1.716,0.121,0.115,54,67,2
1.669,1.439,0.11,0.1,29,54,2
1.335,1.14,0.095,0.093,71,77,2
0.93,0.826,0.071,0.068,10,60,2
2.278,2.016,0.096,0.086,80,93,2
1.628,1.264,0.091,0.085,16,43,2
1.103,0.928,0.078,0.073,6,70,2
1.813,0.884,0.089,0.085,27,33,2
2.088,1.835,0.106,0.101,25,89,2
1.583,1.092,0.082,0.076,19,69,2
2.031,1.458,0.115,0.102,31,72,2
2.238,1.29,0.097,0.09,37,51,2
2.089,1.573,0.109,0.101,62,79,2
3.226,3.027,0.151,0.143,76,82,2
2.022,1.407,0.107,0.098,50,65,2
1.044,0.795,0.076,0.074,1,85,2
3.297,2.579,0.112,0.111,17,95,2
1.203,0.919,0.105,0.091,28,59,2
1.247,0.958,0.075,0.073,6,30,2
1.097,1.223,0.074,0.073,41,91,2
0.955,0.776,0.08,0.073,10,20,2
2.987,3.443,0.14,0.128,20,86,2
3.334,2.789,0.153,0.14,67,76,2
1.46,1.14,0.094,0.089,46,64,2
1.427,1.528,0.104,0.095,60,83,2
1.349,1.035,0.102,0.094,21,50,2
2.382,1.366,0.1,0.094,74,78,2
1.457,0.639,0.103,0.096,5,100,2
2.028,0.996,0.085,0.08,31,32,2
2.424,1.619,0.086,0.078,19,29,2
0.835,0.705,0.066,0.061,2,32,2
0.611,0.532,0.083,0.079,45,93,2
1.129,0.842,0.091,0.079,14,22,2
1.757,1.305,0.114,0.105,16,98,2
1.024,0.663,0.071,0.068,4,11,2
1.89,1.306,0.108,0.1,24,84,2
0.981,0.732,0.087,0.082,8,57,2
1.557,1.089,0.114,0.11,18,64,2
3.538,2.127,0.14,0.12,63,74,2
0.958,1.004,0.072,0.071,44,45,2
2.297,1.849,0.12,0.119,39,76,2
1.081,0.81,0.089,0.084,42,66,2
3.155,2.513,0.128,0.126,64,81,2
2.521,1.748,0.106,0.105,9,81,2
2.287,2.314,0.115,0.109,25,52,2
1.011,1.198,0.101,0.09,58,61,2
1.578,3.414,0.096,0.1,23,71,2
2.275,1.565,0.109,0.097,23,27,2
1.538,0.816,0.106,0.099,92,100,2
0.944,0.663,0.078,0.075,33,45,2
2.205,2.068,0.145,0.132,72,96,2
1.277,1.497,0.093,0.097,54,71,2
1.395,0.796,0.103,0.087,29,42,2
1.245,0.925,0.078,0.075,5,91,2
2.168,2.736,0.12,0.111,17,18,2
1.705,1.202,0.103,0.1,49,83,2
2.1,0.74,0.135,0.113,61,98,2
2.102,1.814,0.093,0.088,11,100,2
0.655,0.321,0.091,0.081,32,93,2
1.545,0.93,0.105,0.099,18,32,2
1.412,0.893,0.098,0.087,14,74,2
1.218,0.78,0.08,0.082,4,47,2
1.922,1.088,0.09,0.082,28,94,2
1.874,1.926,0.129,0.113,53,84,2
1.33,1.199,0.093,0.087,12,57,2
1.484,0.588,0.074,0.07,2,64,2
1.496,1.208,0.093,0.087,31,64,2
1.115,0.927,0.081,0.079,37,47,2
2.304,1.722,0.12,0.112,62,100,2
2.023,2.018,0.124,0.113,76,94,2
0.353,0.357,0.073,0.066,1,93,2
2.387,1.737,0.092,0.087,3,29,2
1.253,0.917,0.082,0.077,15,39,2
1.685,1.213,0.112,0.111,17,83,2
1.517,0.995,0.089,0.083,24,49,2
0.378,0.279,0.073,0.071,36,91,2
1.738,1.715,0.098,0.094,10,76,2
1.6,2.216,0.106,0.096,80,85,2
0.905,0.918,0.067,0.063,4,9,2
3.302,2.856,0.155,0.14,57,86,2
2.104,1.411,0.124,0.111,16,55,2
1.729,1.06,0.083,0.08,6,66,2
1.249,0.869,0.08,0.074,15,79,2
2.097,1.186,0.161,0.134,29,99,2
1.801,2.158,0.123,0.114,52,89,2
1.915,1.302,0.108,0.104,46,72,2
1.364,1.267,0.094,0.083,3,69,2
4.33,2.193,0.102,0.098,60,95,2
1.897,1.919,0.126,0.123,84,100,2
1.602,1.122,0.105,0.093,21,46,2
1.872,1.225,0.108,0.1,27,65,2
1.211,1.24,0.076,0.073,6,26,2
0.917,0.83,0.063,0.063,10,36,2
1.216,0.91,0.086,0.083,49,58,2
1.487,0.897,0.094,0.086,44,53,2
1.138,0.936,0.091,0.086,39,60,2
1.349,1.053,0.101,0.091,17,58,2
1.319,1.475,0.081,0.077,42,70,2
2.186,1.691,0.129,0.123,64,97,2
2.198,2.221,0.107,0.102,9,97,2
1.863,1.389,0.12,0.109,74,100,2
1.219,0.735,0.088,0.084,25,44,2
1.54,1.988,0.086,0.084,58,77,2
8.446,1.004,0.122,0.12,23,67,2
1.977,1.725,0.087,0.088,12,17,2
0.814,0.492,0.066,0.063,2,24,2
1.272,0.919,0.089,0.088,45,85,2
2.403,1.167,0.095,0.092,14,34,2
0.905,1.091,0.089,0.085,26,28,2
2.573,0.866,0.085,0.079,24,92,2
2.481,0.643,0.072,0.068,8,41,2
2.252,1.659,0.096,0.09,30,69,2
3.353,1.666,0.139,0.124,18,72,2
3.085,2.829,0.131,0.125,77,99,2
2.401,1.877,0.128,0.112,63,79,2
3.328,1.376,0.096,0.089,36,51,2
2.174,1.861,0.118,0.114,77,82,2
1.189,0.614,0.086,0.081,26,33,2
1.618,1.337,0.096,0.088,24,89,2
1.448,1.026,0.106,0.105,30,72,2
2.283,1.51,0.125,0.11,18,69,2
2.338,1.735,0.1,0.097,16,95,2
2.238,1.872,0.121,0.109,51,65,2
0.947,0.736,0.069,0.065,3,6,2
1.75,1.657,0.092,0.088,70,77,2
1.963,2.32,0.099,0.095,17,43,2
1.223,0.838,0.082,0.079,7,70,2
2.987,2.67,0.126,0.121,81,93,2
2.037,1.137,0.08,0.077,11,60,2
1.103,0.827,0.077,0.069,1,53,2
1.536,1.069,0.095,0.084,32,53,2
1.629,1.259,0.093,0.083,22,31,2
3.011,1.121,0.105,0.096,34,70,2
2.001,1.753,0.119,0.108,12,97,2
1.057,0.964,0.104,0.091,28,54,2
2.871,1.993,0.146,0.14,55,67,2
1.44,0.804,0.1,0.096,33,85,2
2.155,1.585,0.088,0.08,9,17,2
0.863,0.506,0.07,0.065,19,24,2
3.463,2.593,0.122,0.107,74,75,2
2.118,1.185,0.11,0.1,52,92,2
2.038,1.257,0.098,0.09,46,69,2
1.433,1.786,0.102,0.096,3,72,2
1.702,1.058,0.095,0.088,15,62,2
1.828,1.819,0.098,0.094,5,51,2
1.537,0.903,0.091,0.088,85,91,2
2.23,1.979,0.138,0.124,29,82,2
1.349,1.018,0.097,0.092,43,66,2
5.12,3.922,0.135,0.137,38,76,2
2.107,1.863,0.086,0.087,22,71,2
2.474,1.635,0.142,0.137,65,81,2
1.602,1.348,0.104,0.102,8,81,2
1.46,0.766,0.115,0.1,59,61,2
2.946,2.923,0.102,0.096,24,52,2
0.877,0.967,0.08,0.073,15,22,2
1.099,0.921,0.077,0.075,5,11,2
2.74,2.866,0.124,0.116,17,98,2
0.905,0.749,0.086,0.08,44,93,2
1.213,0.846,0.078,0.073,3,32,2
3.015,2.062,0.116,0.109,62,74,2
1.596,1.389,0.126,0.115,25,84,2
2.739,2.244,0.135,0.131,89,97,2
1.556,1.05,0.091,0.083,9,57,2
1.501,0.656,0.078,0.074,19,64,2
1.787,1.034,0.092,0.09,47,64,2
1.187,0.985,0.082,0.083,41,47,2
3.78,3.192,0.119,0.114,18,29,2
0.772,0.82,0.084,0.079,30,32,2
1.881,1.399,0.114,0.112,49,98,2
1.727,1.658,0.121,0.108,61,83,2
1.513,1.266,0.105,0.096,75,78,2
1.397,0.979,0.103,0.091,20,50,2
1.26,0.997,0.087,0.083,11,20,2
1.911,1.411,0.1,0.095,58,100,2
1.329,0.721,0.116,0.1,29,59,2
0.772,0.723,0.081,0.08,7,30,2
3.166,2.56,0.13,0.121,66,76,2
2.047,1.381,0.147,0.131,21,86,2
3.613,0.901,0.091,0.077,16,32,2
0.94,0.778,0.062,0.061,10,11,2
0.918,0.57,0.09,0.086,2,98,2
1.924,1.989,0.098,0.096,47,83,2
1.84,1.26,0.103,0.09,53,78,2
2.736,2.265,0.108,0.095,61,64,2
2.724,1.984,0.128,0.122,67,100,2
1.481,0.848,0.09,0.083,26,94,2
2.035,1.486,0.12,0.113,46,55,2
1.746,1.07,0.117,0.105,21,61,2
1.327,0.894,0.081,0.08,27,42,2
1.669,1.692,0.092,0.082,66,91,2
0.351,0.221,0.06,0.057,1,7,2
3.015,3.208,0.107,0.1,51,59,2
2.138,0.949,0.085,0.076,12,30,2
2.705,1.456,0.094,0.092,38,91,2
2.796,2.301,0.123,0.121,43,81,2
1.01,0.655,0.089,0.082,4,20,2
3.945,4.184,0.143,0.131,59,86,2
1.072,0.696,0.08,0.076,8,66,2
5.543,3.346,0.143,0.138,18,55,2
2.327,5.868,0.115,0.104,65,66,2
4.0,3.564,0.145,0.137,97,100,2
2.506,1.541,0.117,0.111,22,96,2
1.47,1.028,0.095,0.088,44,74,2
1.264,0.965,0.088,0.088,39,47,2
1.538,1.47,0.093,0.09,78,94,2
1.204,0.923,0.096,0.089,42,57,2
1.132,0.811,0.081,0.082,19,83,2
1.976,1.551,0.115,0.108,31,98,2
2.026,0.903,0.098,0.092,14,100,2
2.655,2.479,0.131,0.118,25,63,2
1.929,1.415,0.112,0.101,62,93,2
3.413,1.743,0.147,0.13,34,97,2
3.196,1.903,0.109,0.098,71,100,2
1.027,0.891,0.072,0.072,8,26,2
1.232,0.785,0.095,0.085,14,53,2
1.116,0.712,0.084,0.079,4,60,2
2.712,1.064,0.122,0.115,55,80,2
2.359,2.19,0.124,0.126,82,83,2
1.156,1.384,0.082,0.082,47,58,2
1.814,0.972,0.08,0.077,12,70,2
0.954,0.814,0.07,0.069,2,43,2
2.249,2.511,0.102,0.093,74,92,2
1.934,1.432,0.101,0.089,60,69,2
1.481,0.855,0.105,0.097,33,62,2
2.43,2.077,0.134,0.121,27,99,2
0.952,0.725,0.106,0.092,54,56,2
1.373,0.731,0.119,0.111,29,65,2
1.269,1.055,0.09,0.085,15,85,2
2.638,2.01,0.096,0.09,3,95,2
2.223,1.664,0.135,0.114,52,75,2
5.879,4.97,0.103,0.099,30,95,2
3.341,2.03,0.145,0.136,81,100,2
1.2,1.001,0.081,0.078,45,79,2
1.287,0.967,0.082,0.079,10,51,2
3.389,2.738,0.14,0.121,79,99,2
2.65,1.956,0.135,0.121,51,82,2
0.452,0.938,0.056,0.054,2,9,2
2.806,1.306,0.107,0.1,16,72,2
1.122,0.894,0.073,0.072,6,41,2
1.628,1.22,0.09,0.086,31,43,2
0.764,0.805,0.072,0.068,19,58,2
1.125,0.798,0.082,0.082,37,60,2
1.87,1.151,0.1,0.089,50,54,2
2.764,2.447,0.114,0.111,7,97,2
1.476,1.329,0.094,0.09,56,77,2
1.214,1.075,0.079,0.079,5,36,2
1.554,0.945,0.115,0.108,42,97,2
0.987,0.738,0.072,0.064,3,15,2
1.799,1.181,0.1,0.094,23,80,2
1.349,0.953,0.076,0.071,9,70,2
1.305,1.294,0.087,0.082,31,58,2
2.246,1.421,0.097,0.086,64,70,2
1.011,0.774,0.073,0.073,19,43,2
2.122,1.768,0.087,0.082,28,33,2
2.912,2.022,0.105,0.09,16,69,2
0.856,0.892,0.061,0.06,6,8,2
2.979,1.835,0.12,0.115,38,51,2
1.448,1.18,0.096,0.092,45,62,2
2.502,2.126,0.118,0.111,79,82,2
2.579,3.095,0.147,0.132,51,99,2
1.187,0.932,0.104,0.085,22,56,2
1.919,1.746,0.142,0.125,63,85,2
5.834,2.144,0.125,0.12,18,95,2
2.567,1.185,0.099,0.091,32,34,2
1.617,1.154,0.103,0.091,24,75,2
1.157,0.967,0.079,0.073,1,34,2
3.024,2.914,0.102,0.098,46,95,2
3.162,1.312,0.123,0.118,38,100,2
2.798,2.003,0.106,0.102,91,96,2
1.21,0.893,0.097,0.091,17,24,2
2.588,1.872,0.097,0.087,7,17,2
1.283,0.929,0.093,0.084,33,79,2
1.599,1.465,0.12,0.113,25,38,2
3.039,2.396,0.115,0.114,27,82,2
3.206,1.538,0.113,0.104,74,89,2
1.84,1.338,0.112,0.102,60,72,2
3.529,3.537,0.14,0.136,82,98,2
0.752,0.755,0.068,0.065,2,58,2
1.131,0.886,0.088,0.08,41,60,2
1.292,0.969,0.092,0.089,26,54,2
1.483,1.176,0.097,0.093,20,77,2
1.118,0.595,0.096,0.09,19,98,2
1.57,2.168,0.1,0.096,31,83,2
1.399,0.705,0.091,0.088,33,39,2
3.516,1.524,0.095,0.09,25,78,2
2.553,0.876,0.106,0.1,17,64,2
1.125,0.935,0.103,0.09,7,57,2
1.176,1.333,0.076,0.076,11,47,2
1.001,0.825,0.077,0.07,1,74,2
1.267,0.953,0.093,0.085,50,94,2
2.256,1.762,0.111,0.105,36,76,2
1.345,1.069,0.09,0.089,20,37,2
2.937,2.994,0.133,0.131,71,86,2
1.724,1.441,0.123,0.114,30,55,2
2.706,2.186,0.108,0.106,6,81,2
1.618,1.322,0.121,0.107,57,61,2
2.076,1.78,0.13,0.117,94,99,2
1.116,0.73,0.08,0.071,5,6,2
0.848,0.732,0.063,0.06,10,91,2
1.019,0.91,0.086,0.085,2,18,2
1.618,1.164,0.098,0.091,27,59,2
1.08,0.708,0.073,0.073,9,30,2
2.469,1.156,0.113,0.106,3,55,2
3.035,2.92,0.112,0.112,83,95,2
1.046,0.951,0.076,0.066,15,45,2
2.43,1.867,0.122,0.114,5,76,2
2.008,1.587,0.126,0.119,54,96,2
2.53,1.153,0.099,0.088,32,74,2
2.239,3.001,0.134,0.121,75,84,2
1.801,1.127,0.095,0.092,49,64,2
1.849,1.521,0.121,0.112,34,57,2
1.195,0.846,0.077,0.078,2,83,2
1.54,1.182,0.11,0.106,47,98,2
2.212,1.713,0.141,0.118,53,63,2
2.636,2.228,0.101,0.092,16,29,2
3.535,1.112,0.089,0.081,14,93,2
1.364,0.912,0.107,0.099,43,57,2
2.594,1.81,0.102,0.102,38,47,2
1.304,1.193,0.092,0.083,45,74,2
1.553,1.21,0.092,0.083,79,94,2
0.495,0.467,0.061,0.06,2,4,2
3.328,2.702,0.135,0.112,63,93,2
2.129,1.286,0.116,0.108,30,98,2
2.081,1.573,0.12,0.117,18,83,2
1.946,1.333,0.117,0.104,24,63,2
2.115,1.205,0.097,0.088,5,20,2
2.68,2.098,0.115,0.112,42,81,2
2.669,2.258,0.104,0.09,50,59,2
1.41,1.336,0.081,0.079,39,91,2
2.597,2.259,0.127,0.126,23,96,2
2.695,2.939,0.127,0.122,58,86,2
1.33,1.06,0.084,0.078,9,66,2
2.73,1.451,0.103,0.095,64,66,2
1.181,0.686,0.108,0.094,19,55,2
1.661,1.223,0.114,0.115,47,55,2
2.094,1.664,0.115,0.111,41,76,2
1.105,0.903,0.081,0.076,26,42,2
2.212,1.527,0.104,0.097,67,91,2
1.615,1.202,0.116,0.102,20,61,2
1.691,1.285,0.103,0.1,3,98,2
0.971,0.828,0.069,0.061,1,22,2
1.915,1.713,0.097,0.095,46,83,2
2.538,1.726,0.109,0.105,52,78,2
2.688,0.928,0.095,0.091,17,32,2
1.719,2.045,0.091,0.084,27,94,2
1.705,2.05,0.093,0.088,60,64,2
1.16,0.844,0.084,0.08,36,60,2
1.484,1.101,0.108,0.095,20,21,2
1.503,1.014,0.106,0.102,18,58,2
1.532,1.102,0.089,0.088,30,43,2
1.962,1.902,0.111,0.103,6,97,2
1.999,1.696,0.108,0.1,57,77,2
2.816,1.397,0.108,0.099,51,54,2
3.08,4.681,0.103,0.098,31,95,2
1.933,2.264,0.115,0.116,17,72,2
1.344,1.229,0.08,0.075,7,41,2
1.608,1.361,0.094,0.087,11,51,2
1.329,0.913,0.086,0.079,44,79,2
1.138,0.963,0.078,0.076,1,62,2
2.016,1.772,0.12,0.111,50,82,2
2.203,2.113,0.133,0.121,78,99,2
1.881,1.641,0.103,0.095,32,62,2
2.64,2.325,0.135,0.121,26,99,2
2.235,1.433,0.107,0.097,75,92,2
1.87,1.893,0.112,0.107,49,72,2
2.595,1.093,0.1,0.095,34,41,2
2.026,1.431,0.118,0.1,61,69,2
2.374,3.376,0.08,0.078,2,95,2
3.13,2.297,0.119,0.104,53,75,2
1.248,0.96,0.104,0.097,28,65,2
1.413,1.025,0.134,0.116,55,56,2
1.305,1.04,0.092,0.092,14,85,2
1.388,1.103,0.075,0.072,9,26,2
1.223,1.581,0.087,0.08,46,58,2
1.285,0.964,0.081,0.079,3,43,2
0.955,0.849,0.089,0.079,15,53,2
1.433,1.044,0.09,0.083,5,60,2
1.814,0.744,0.102,0.089,54,80,2
1.125,0.876,0.078,0.077,3,58,2
2.076,1.54,0.128,0.122,83,98,2
1.555,1.27,0.1,0.094,21,77,2
1.347,1.165,0.097,0.093,27,54,2
2.398,0.817,0.086,0.076,16,24,2
1.908,1.443,0.088,0.082,6,17,2
1.867,1.165,0.096,0.099,47,95,2
2.167,1.934,0.125,0.11,75,89,2
1.911,1.499,0.101,0.094,49,69,2
1.858,1.489,0.127,0.113,61,72,2
1.47,1.032,0.091,0.081,32,79,2
1.818,1.377,0.103,0.099,24,38,2
2.388,3.487,0.115,0.111,26,82,2
1.522,1.954,0.096,0.093,44,62,2
1.974,1.422,0.104,0.098,39,51,2
0.934,0.76,0.069,0.064,1,79,2
2.756,1.944,0.147,0.122,50,99,2
2.336,2.299,0.117,0.113,78,82,2
1.176,1.015,0.093,0.092,29,33,2
2.057,1.124,0.111,0.103,17,69,2
1.588,1.441,0.083,0.084,19,95,2
1.495,1.166,0.102,0.094,33,34,2
1.484,1.302,0.118,0.107,25,75,2
1.248,0.894,0.112,0.098,23,56,2
1.782,1.518,0.119,0.114,62,85,2
1.57,1.49,0.078,0.076,12,26,2
0.363,0.227,0.062,0.057,2,15,2
1.695,0.978,0.126,0.117,43,97,2
1.074,0.725,0.073,0.074,4,36,2
1.115,0.868,0.075,0.072,8,70,2
2.005,1.698,0.111,0.105,18,43,2
2.253,1.504,0.108,0.095,65,70,2
0.849,0.747,0.088,0.081,30,58,2
1.548,1.227,0.09,0.082,22,80,2
1.626,1.857,0.125,0.118,74,84,2
1.486,1.142,0.095,0.094,33,74,2
4.177,3.051,0.118,0.105,17,29,2
1.35,1.185,0.083,0.076,15,93,2
1.314,1.041,0.09,0.089,3,83,2
1.231,0.672,0.113,0.106,46,98,2
1.057,0.788,0.065,0.066,1,39,2
2.464,1.929,0.14,0.129,52,63,2
2.515,1.923,0.15,0.136,34,81,2
1.43,1.284,0.098,0.089,26,59,2
0.9,0.627,0.078,0.07,8,30,2
3.076,2.463,0.132,0.12,69,76,2
1.076,0.852,0.079,0.072,14,45,2
1.872,1.532,0.113,0.105,4,76,2
2.667,2.322,0.153,0.147,55,96,2
3.982,3.532,0.128,0.128,82,95,2
1.294,1.06,0.09,0.085,12,66,2
1.252,0.645,0.1,0.091,2,55,2
1.924,1.809,0.132,0.126,70,86,2
3.281,2.552,0.12,0.113,31,55,2
2.498,1.819,0.111,0.11,37,76,2
1.411,1.089,0.091,0.09,21,37,2
3.995,2.653,0.145,0.136,95,99,2
1.604,1.138,0.098,0.092,3,18,2
1.126,1.215,0.07,0.068,11,91,2
1.934,1.74,0.121,0.114,7,81,2
1.199,0.989,0.107,0.099,56,61,2
1.57,1.371,0.1,0.097,30,83,2
2.197,1.587,0.136,0.128,18,98,2
